-4.498219311933926434e-02,3.930755774596972341e-02,-3.020305269993528441e-03,-3.333066667854749809e+00,-5.512458375900672891e-01,5.276696444271964381e+00,8.419740474263850416e-01,1.986085195653626290e-01,-1.427216598066532782e+00,5.191446519757154654e+00,9.797915324081992727e-01,-8.411216808609886186e+00
-3.423613674373626736e-01,6.908257407017848184e-02,1.738630695717127139e-01,-3.556237827251388595e+00,-4.603089363006782619e-01,5.161557759673774726e+00,1.000692138200500736e-01,1.419599844419733303e-01,-5.127559366249530015e-01,5.191294039794401627e+00,9.805893574005493107e-01,-8.413954177486235864e+00
-5.463632323928697687e-01,1.586493511028290726e-01,4.533761733457275511e-02,-3.894404925985170962e+00,-3.216575180500260700e-01,4.983995240234134982e+00,1.912433753471599829e+00,5.113860223406069272e-01,-3.581605410478488238e+00,5.191863083660393841e+00,9.818498272584532671e-01,-8.419053728787725177e+00
-1.055221032489619404e+00,1.951237583070009052e-01,4.003203576511662476e-01,-4.146738916174582457e+00,-1.946780633917166714e-01,4.766501842297827807e+00,-1.513029479296442936e+00,1.373998268052203375e-01,1.046887784775419661e+00,5.192559248138972627e+00,9.828908767877964081e-01,-8.423481932279530682e+00
-8.994923864100234923e-01,2.908701576265526612e-01,-9.467210271114367970e-02,-4.356890338214720160e+00,-1.022503880393099696e-01,4.633520414156166112e+00,-2.295622915962998611e+00,1.321243021452224164e-01,1.814617488600346107e+00,5.188732713206430702e+00,9.831267062395083745e-01,-8.420673551860016204e+00
-1.313175108212652376e+00,2.947289715794484399e-01,2.871304212235088471e-01,-4.456001328541209006e+00,-3.823927964432582982e-02,4.497006500255512407e+00,-1.853316828174629727e+00,2.375033945668131308e-01,1.010660628349441481e+00,5.189647058229404308e+00,9.836736261626883859e-01,-8.423524755199684577e+00
-1.128395906227829038e+00,3.644704189941395667e-01,-1.416745351152659538e-01,-4.591322997047727839e+00,2.483815093832009158e-02,4.398507568096317044e+00,-2.867560239602862993e+00,1.938990175251876780e-01,2.138512882594332254e+00,5.185512640354692060e+00,9.837173808079169302e-01,-8.419727705943493845e+00
-1.764381506761203866e+00,4.416113788391812234e-01,1.879607105729519390e-01,-4.954013885349647595e+00,1.922543499120149546e-01,4.140453362423043515e+00,-3.801663604052023970e+00,2.823420491580714842e-01,2.712496946579946666e+00,5.191851575851293532e+00,9.854312954067289132e-01,-8.431985690820788193e+00
-1.604971506305270523e+00,5.033282035874326876e-01,-1.875749418626142528e-01,-5.015145904645475383e+00,2.612443457122696211e-01,3.949613963469953859e+00,-4.592965607689533769e+00,2.912143774665753027e-01,3.437429119942228439e+00,5.193173569175148607e+00,9.859197059658285633e-01,-8.435015423735883644e+00
-2.150853650591325383e+00,5.492223398171947046e-01,1.687852731612373702e-01,-5.250070607099914355e+00,3.646751727912164176e-01,3.800567794342470052e+00,-5.644548978536375827e+00,3.411854116924538660e-01,4.262832835632428541e+00,5.187693585210699787e+00,9.862063010753566727e-01,-8.430808739086737447e+00
-2.206188297480469629e+00,6.005268823557132762e-01,3.631282443832617446e-02,-5.425574729802818297e+00,4.324090138032867792e-01,3.723681557491019589e+00,-2.411849035875047065e+00,5.897871821952472837e-01,2.718691928068324160e-01,5.185462069072305447e+00,9.865223292624081264e-01,-8.429816054542778048e+00
-2.229250307959862454e+00,6.484798677138107204e-01,-1.149210004871914492e-01,-5.607034359018182812e+00,4.943005364636643972e-01,3.673606026562756810e+00,-2.677245709047687328e+00,6.280310674652511693e-01,3.875512296376228960e-01,5.184171450978894313e+00,9.868663340452922261e-01,-8.429824579909276139e+00
-2.453142165449751388e+00,6.913345978123617286e-01,-5.560737363293632995e-02,-5.704977495741735183e+00,5.653186973945190097e-01,3.510652292812933339e+00,1.692260611935951786e-01,7.929572384883059044e-01,-2.931535914703195189e+00,5.186159524219184469e+00,9.873746438809732906e-01,-8.433563428754546010e+00
-3.044667844260393608e+00,8.099149027462853034e-01,8.173895109695905603e-02,-6.228399250110198793e+00,7.408725510249323243e-01,3.376952125095270318e+00,-1.598754425254302447e+00,8.412709595575526000e-01,-1.414804676300541075e+00,5.184056487511234046e+00,9.883628957171577412e-01,-8.435122984376720368e+00
-2.886163091142268655e+00,8.648066855943794540e-01,-2.682658659540653190e-01,-6.420602821086655254e+00,8.105202277409122580e-01,3.309124984122606250e+00,4.625838234145107641e+00,9.801856351589880445e-01,-7.871554324707818573e+00,5.178835422118610587e+00,9.886792751222536202e-01,-8.431271629720589189e+00
-3.561465734417922135e+00,9.499933007703454946e-01,6.990588238225825535e-02,-6.730257264265693706e+00,9.357006417707454116e-01,3.152968454026352063e+00,4.492364275453146760e+00,9.863196557506503925e-01,-7.766034610367779756e+00,5.167486846889429941e+00,9.893647587830154411e-01,-8.422892315162046728e+00
-3.800355502159149523e+00,1.025983234416318224e+00,2.382077883066990864e-02,-6.886584059086940712e+00,1.038352927726204022e+00,2.931545485078967062e+00,2.930018020984294758e+00,9.990077026931802884e-01,-6.317275810271193670e+00,5.166946761966499935e+00,9.900420276073521597e-01,-8.424823208752167503e+00
-4.484684721447447231e+00,1.088451343814368810e+00,4.527295560029624966e-01,-7.001752991326796405e+00,1.113987993213617633e+00,2.768385827563390578e+00,2.368505073884588086e+00,1.018923032975866283e+00,-5.852078350742945467e+00,5.164760867955526358e+00,9.905539161353325017e-01,-8.424581982810870784e+00
-4.674844803125528969e+00,1.182730419066648553e+00,2.939327744787760821e-01,-7.177334136031396028e+00,1.231412261455953061e+00,2.511998381712155393e+00,1.942383499218961251e+00,1.054003051068354235e+00,-5.571205717679479363e+00,5.166755159158422650e+00,9.912781671339068179e-01,-8.429107163974572714e+00
-4.487080513391143555e+00,1.265932069348922884e+00,-1.863713164452001081e-01,-7.468961253865277428e+00,1.350546835673841706e+00,2.360444985829367681e+00,1.659462425292213439e+00,1.091515873756849997e+00,-5.436117071327509542e+00,5.161769849732332993e+00,9.921333195538579730e-01,-8.427428401479186704e+00
-5.173392063290593867e+00,1.423904448710680448e+00,9.978758755804051361e-02,-7.657470771211739802e+00,1.527410140101997715e+00,2.149910554924906236e+00,3.506814753848147781e+00,1.062220736691966039e+00,-7.064031860096696036e+00,5.159479165011481072e+00,9.933581149200334526e-01,-8.427984320971512844e+00
-5.987958152176089399e+00,1.657588867942531463e+00,5.504482301322770610e-01,-7.838875641212096568e+00,1.767619969346256426e+00,2.041510539238172939e+00,4.453063472893560970e+00,1.036903658584625187e+00,-7.860631089135048377e+00,5.155783365744396995e+00,9.951292173971060251e-01,-8.426728255700009385e+00
-6.034999843534947672e+00,1.780913244556268094e+00,4.546246059155549801e-01,-8.025658545453730142e+00,1.920518616884097973e+00,2.034664902910984452e+00,4.284946429779862065e+00,1.057172936636777472e+00,-7.736599213088691585e+00,5.153534060208492917e+00,9.962586777392300474e-01,-8.426020989019521679e+00
-5.722575580967220077e+00,1.941490380112183223e+00,4.184440854409388066e-03,-8.270470349688748612e+00,2.162562096422779412e+00,1.979491798277308590e+00,3.078501613490934208e+00,1.177852389781366194e+00,-6.819030061125733511e+00,5.149987113126435645e+00,9.981170018294064361e-01,-8.424991421248165580e+00
-6.402745389326886638e+00,2.246575945465352220e+00,3.226205972986164738e-01,-8.413488203715058233e+00,2.479125280050287206e+00,1.845479164139373296e+00,4.076740114856578501e+00,1.034587339388016947e+00,-7.614134994681578839e+00,5.145357401711278200e+00,9.109980681963978366e-01,-8.423464252663276142e+00
-6.364257087390674528e+00,2.348976870449070553e+00,1.735926345134988225e-01,-7.462114611895778182e+00,2.486051385954681336e+00,9.937321005440669097e-01,-1.788845254162080067e+00,1.777707515109753444e+00,-3.244406271551841137e+00,5.168970538188089492e+00,9.089798273857762068e-01,-8.442147509650538950e+00
-6.641194648000507073e+00,2.508967362271200763e+00,2.397730753865552344e-01,-8.092474005989620522e+00,2.705479699953421857e+00,1.306754120597176438e+00,-2.554886722690604905e+00,1.955655611179611064e+00,-2.764481809931198519e+00,5.155377437631798898e+00,9.116374309776943408e-01,-8.433070470924549866e+00
-6.649863879339626749e+00,2.750797953705226284e+00,-2.384810802920789286e-02,-8.517401674919716115e+00,3.041453808106056922e+00,1.306781121595639306e+00,5.236453474255466922e+00,9.008607078485935116e-01,-8.492903642392773733e+00,5.147427314979809765e+00,9.147163708769570079e-01,-8.429472096314409413e+00
